,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,5.517,107.00,BMG 107% CDI por Nu invest,FGC,CDB,10.51% a.a.,12/10/2023,Nu invest,BMG
1,5.517,107.00,BMG 107% CDI por modalmais,FGC,CDB,10.51% a.a.,12/10/2023,modalmais,BMG
2,5.517,107.00,Arbi 107% CDI por modalmais,FGC,CDB,10.51% a.a.,12/10/2023,modalmais,Arbi
3,5.517,107.00,BMG 107% CDI por Nova Futura Investimentos,FGC,CDB,10.51% a.a.,12/10/2023,Nova Futura Investimentos,BMG
4,5.516,106.00,RNX 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,RNX
5,5.516,106.00,BRK Financeira 106% CDI por Nova Futura Investimentos,FGC,CDB,10.41% a.a.,16/10/2023,Nova Futura Investimentos,BRK Financeira
6,5.516,106.00,Pine 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,Pine
7,5.516,106.00,Banco Industrial do Brasil 106% CDI por modalmais,FGC,CDB,10.41% a.a.,16/10/2023,modalmais,Banco Industrial do Brasil
8,5.516,12.68,Pine Prefixado 12.68% por Daycoval,FGC,CDB,10.45% a.a.,14/10/2023,Daycoval,Pine
9,5.515,110.00,Fator 110% CDI por Nova Futura Investimentos,FGC,CDB,10.48% a.a.,11/10/2023,Nova Futura Investimentos,Fator
10,5.514,104.75,BTG Pactual 104.75% CDI por BTG Pactual,FGC,CDB,10.29% a.a.,18/10/2023,BTG Pactual,BTG Pactual
11,5.514,106.50,ABC 106.5% CDI por ABC Personal,FGC,CDB,10.46% a.a.,12/10/2023,ABC Personal,ABC
