,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,5.242,103.25,PAN 103.25% CDI por Ágora Investimentos,FGC,CDB,10.01% a.a.,17/04/2023,Ágora Investimentos,PAN
1,5.242,12.58,Banco Inter Prefixado 12.58% por BTG Pactual,FGC,CDB,10.00% a.a.,17/04/2023,BTG Pactual,Banco Inter
2,5.241,103.00,BTG Pactual 103% CDI por BTG Pactual,FGC,CDB,9.98% a.a.,17/04/2023,BTG Pactual,BTG Pactual
3,5.241,103.00,Pine 103% CDI por Pine Online,FGC,CDB,9.98% a.a.,17/04/2023,Pine Online,Pine
4,5.241,103.00,BMG 103% CDI por Ágora Investimentos,FGC,CDB,9.98% a.a.,17/04/2023,Ágora Investimentos,BMG
5,5.241,103.00,Daycoval 103% CDI por Daycoval,FGC,CDB,9.98% a.a.,17/04/2023,Daycoval,Daycoval
6,5.241,103.00,BMG 103% CDI por BTG Pactual,FGC,CDB,9.98% a.a.,17/04/2023,BTG Pactual,BMG
7,5.241,102.00,Luso Brasileiro 102% CDI por Guide Investimentos,FGC,CDB,9.89% a.a.,18/04/2023,Guide Investimentos,Luso Brasileiro
8,5.241,102.75,BTG Pactual 102.75% CDI por BTG Pactual,FGC,CDB,9.96% a.a.,17/04/2023,BTG Pactual,BTG Pactual
9,5.240,102.50,BTG Pactual 102.5% CDI por BTG Pactual,FGC,CDB,9.93% a.a.,17/04/2023,BTG Pactual,BTG Pactual
10,5.240,102.50,BTG Pactual 102.5% CDI por BTG Pactual,FGC,CDB,9.93% a.a.,17/04/2023,BTG Pactual,BTG Pactual
11,5.240,102.50,BTG Pactual 102.5% CDI por BTG Pactual,FGC,CDB,9.93% a.a.,17/04/2023,BTG Pactual,BTG Pactual
