,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,5.244,105.00,Máxima 105% CDI por modalmais,FGC,CDB,10.18% a.a.,16/04/2023,modalmais,Máxima
1,5.244,105.00,Banco Master 105% CDI por Nu invest,FGC,CDB,10.18% a.a.,16/04/2023,Nu invest,Banco Master
2,5.244,105.00,Santana Financeira 105% CDI por Daycoval,FGC,LC,10.18% a.a.,16/04/2023,Daycoval,Santana Financeira
3,5.244,104.00,Omni Banco 104% CDI por Nu invest,FGC,CDB,10.08% a.a.,17/04/2023,Nu invest,Omni Banco
4,5.244,104.00,Ourinvest 104% CDI por BTG Pactual,FGC,CDB,10.08% a.a.,17/04/2023,BTG Pactual,Ourinvest
5,5.244,104.00,RNX 104% CDI por Nu invest,FGC,CDB,10.08% a.a.,17/04/2023,Nu invest,RNX
6,5.244,104.00,Fator 104% CDI por Ágora Investimentos,FGC,CDB,10.08% a.a.,17/04/2023,Ágora Investimentos,Fator
7,5.244,104.00,Mercado Livre 104% CDI por Ágora Investimentos,FGC,CDB,10.08% a.a.,17/04/2023,Ágora Investimentos,Mercado Livre
8,5.244,104.00,Luso Brasileiro 104% CDI por Ágora Investimentos,FGC,CDB,10.08% a.a.,17/04/2023,Ágora Investimentos,Luso Brasileiro
9,5.242,103.50,BTG Pactual 103.5% CDI por BTG Pactual,FGC,CDB,10.03% a.a.,17/04/2023,BTG Pactual,BTG Pactual
10,5.242,103.50,Mercado Livre 103.5% CDI por BTG Pactual,FGC,CDB,10.03% a.a.,17/04/2023,BTG Pactual,Mercado Livre
11,5.242,103.25,BTG Pactual 103.25% CDI por BTG Pactual,FGC,CDB,10.01% a.a.,17/04/2023,BTG Pactual,BTG Pactual
