,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,6.066,11.81,BV IPCA + 5.78% por Nova Futura Investimentos,FGC,CDB,10.12% a.a.,18/10/2024,Nova Futura Investimentos,BV
1,6.064,105.00,Paraná Banco 105% CDI por Guide Investimentos,FGC,CDB,10.13% a.a.,17/10/2024,Guide Investimentos,Paraná Banco
2,6.064,107.00,ABC 107% CDI por ABC Personal,FGC,CDB,10.32% a.a.,06/10/2024,ABC Personal,ABC
3,6.064,107.00,C6 Bank 107% CDI por Daycoval,FGC,CDB,10.32% a.a.,06/10/2024,Daycoval,C6 Bank
4,6.059,105.00,Bari 105% CDI por Bari,FGC,CDB,10.12% a.a.,15/10/2024,Bari,Bari
5,6.058,10.27,BTG Pactual Prefixado 10.27% por modalmais,FGC,LCA,10.27% a.a.,06/10/2024,modalmais,BTG Pactual
6,6.054,104.51,Votorantim 104.51% CDI por modalmais,FGC,CDB,10.08% a.a.,15/10/2024,modalmais,Votorantim
7,6.053,106.00,Original 106% CDI por modalmais,FGC,CDB,10.22% a.a.,06/10/2024,modalmais,Original
8,6.053,106.00,Paraná Banco 106% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,06/10/2024,Nova Futura Investimentos,Paraná Banco
9,6.053,106.00,BRK Financeira 106% CDI por Nova Futura Investimentos,FGC,CDB,10.22% a.a.,06/10/2024,Nova Futura Investimentos,BRK Financeira
10,6.053,104.00,PAN 104% CDI por Guide Investimentos,FGC,CDB,10.03% a.a.,17/10/2024,Guide Investimentos,PAN
11,6.053,104.00,BS2 104% CDI por Guide Investimentos,FGC,CDB,10.03% a.a.,17/10/2024,Guide Investimentos,BS2
