,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,6.216,13.67,NBC Prefixado 13.67% por Nova Futura Investimentos,FGC,CDB,11.72% a.a.,06/10/2024,Nova Futura Investimentos,NBC
1,6.212,121.04,BRK Financeira CDI + 2.13% por Nova Futura Investimentos,FGC,CDB,11.68% a.a.,06/10/2024,Nova Futura Investimentos,BRK Financeira
2,6.211,13.62,BMG Prefixado 13.62% por Nova Futura Investimentos,FGC,CDB,11.67% a.a.,06/10/2024,Nova Futura Investimentos,BMG
3,6.206,13.57,Banco Master Prefixado 13.57% por Nu invest,FGC,CDB,11.63% a.a.,06/10/2024,Nu invest,Banco Master
4,6.206,13.45,RNX Prefixado 13.45% por Órama,FGC,CDB,11.53% a.a.,10/10/2024,Órama,RNX
5,6.201,11.59,ABC Prefixado 11.59% por ABC Personal,FGC,LCA,11.59% a.a.,05/10/2024,ABC Personal,ABC
6,6.201,119.00,BRK Financeira 119% CDI por Órama,FGC,CDB,11.49% a.a.,10/10/2024,Órama,BRK Financeira
7,6.201,120.00,BRK Financeira 120% CDI por Nova Futura Investimentos,FGC,CDB,11.58% a.a.,06/10/2024,Nova Futura Investimentos,BRK Financeira
8,6.199,11.35,ABC IPCA + 5.34% por ABC Personal,FGC,LCA,11.35% a.a.,17/10/2024,ABC Personal,ABC
9,6.192,13.42,BMG Prefixado 13.42% por modalmais,FGC,CDB,11.50% a.a.,06/10/2024,modalmais,BMG
10,6.190,13.20,Focus Financeira Prefixado 13.2% por modalmais,FGC,CDB,11.31% a.a.,15/10/2024,modalmais,Focus Financeira
11,6.189,11.23,BTG Pactual IPCA + 5.23% por Nova Futura Investimentos,FGC,LCA,11.23% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
