,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,6.102,109.00,Luso Brasileiro 109% CDI por XP Investimentos,FGC,CDB,10.51% a.a.,15/10/2024,XP Investimentos,Luso Brasileiro
1,6.099,108.70,Will Financeira 108.7% CDI por Will Financeira,FGC,LC,10.48% a.a.,15/10/2024,Will Financeira,Will Financeira
2,6.099,108.70,Will Financeira 108.7% CDI por Will Financeira,FGC,CDB,10.48% a.a.,15/10/2024,Will Financeira,Will Financeira
3,6.098,108.00,Banco Industrial do Brasil 108% CDI por Ágora Investimentos,FGC,CDB,10.42% a.a.,18/10/2024,Ágora Investimentos,Banco Industrial do Brasil
4,6.096,12.40,Maxinvest Prefixado 12.4% por Daycoval,FGC,CDB,10.62% a.a.,06/10/2024,Daycoval,Maxinvest
5,6.096,12.40,C6 Bank Prefixado 12.4% por modalmais,FGC,CDB,10.62% a.a.,06/10/2024,modalmais,C6 Bank
6,6.096,12.40,Caruana Financeira Prefixado 12.4% por Daycoval,FGC,CDB,10.62% a.a.,06/10/2024,Daycoval,Caruana Financeira
7,6.096,108.00,Pine 108% CDI por Guide Investimentos,FGC,CDB,10.42% a.a.,17/10/2024,Guide Investimentos,Pine
8,6.096,12.39,Pine Prefixado 12.39% por Daycoval,FGC,CDB,10.61% a.a.,06/10/2024,Daycoval,Pine
9,6.095,110.00,Paraná Banco 110% CDI por Paraná Banco,FGC,CDB,10.61% a.a.,06/10/2024,Paraná Banco,Paraná Banco
10,6.095,110.00,BMG 110% CDI por Nova Futura Investimentos,FGC,CDB,10.61% a.a.,06/10/2024,Nova Futura Investimentos,BMG
11,6.095,110.00,BMG 110% CDI por modalmais,FGC,CDB,10.61% a.a.,06/10/2024,modalmais,BMG
