,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,6.113,110.00,Caruana Financeira 110% CDI por modalmais,FGC,CDB,10.61% a.a.,15/10/2024,modalmais,Caruana Financeira
1,6.113,110.00,Caruana Financeira 110% CDI por Nova Futura Investimentos,FGC,CDB,10.61% a.a.,15/10/2024,Nova Futura Investimentos,Caruana Financeira
2,6.113,110.00,Midway Financeira 110% CDI por XP Investimentos,FGC,CDB,10.61% a.a.,15/10/2024,XP Investimentos,Midway Financeira
3,6.107,109.50,Realize Financeira 109.5% CDI por XP Investimentos,FGC,CDB,10.56% a.a.,15/10/2024,XP Investimentos,Realize Financeira
4,6.107,109.00,BMG 109% CDI por Guide Investimentos,FGC,CDB,10.51% a.a.,17/10/2024,Guide Investimentos,BMG
5,6.106,111.00,Santinvest Financeira 111% CDI por modalmais,FGC,CDB,10.71% a.a.,06/10/2024,modalmais,Santinvest Financeira
6,6.106,111.00,Caruana Financeira 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Caruana Financeira
7,6.106,111.00,Semear 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Semear
8,6.106,111.00,Pine 111% CDI por Daycoval,FGC,CDB,10.71% a.a.,06/10/2024,Daycoval,Pine
9,6.104,12.30,Votorantim Prefixado 12.3% por modalmais,FGC,CDB,10.54% a.a.,15/10/2024,modalmais,Votorantim
10,6.104,10.47,BTG Pactual Prefixado 10.47% por Nova Futura Investimentos,FGC,LCA,10.47% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
11,6.102,12.25,BV Prefixado 12.25% por Nova Futura Investimentos,FGC,CDB,10.49% a.a.,16/10/2024,Nova Futura Investimentos,BV
