,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,6.095,110.00,Arbi 110% CDI por modalmais,FGC,CDB,10.61% a.a.,06/10/2024,modalmais,Arbi
1,6.095,110.00,Santana Financeira 110% CDI por Daycoval,FGC,LC,10.61% a.a.,06/10/2024,Daycoval,Santana Financeira
2,6.095,12.20,Caruana Financeira Prefixado 12.2% por modalmais,FGC,CDB,10.45% a.a.,15/10/2024,modalmais,Caruana Financeira
3,6.094,108.00,Rodobens 108% CDI por Nu invest,FGC,CDB,10.42% a.a.,16/10/2024,Nu invest,Rodobens
4,6.093,12.36,BR Partners Prefixado 12.36% por modalmais,FGC,CDB,10.59% a.a.,06/10/2024,modalmais,BR Partners
5,6.091,108.00,Tribanco 108% CDI por modalmais,FGC,CDB,10.42% a.a.,15/10/2024,modalmais,Tribanco
6,6.091,108.00,C6 Bank 108% CDI por Nova Futura Investimentos,FGC,CDB,10.42% a.a.,15/10/2024,Nova Futura Investimentos,C6 Bank
7,6.091,108.00,Banco Industrial do Brasil 108% CDI por modalmais,FGC,CDB,10.42% a.a.,15/10/2024,modalmais,Banco Industrial do Brasil
8,6.090,10.57,BTG Pactual Prefixado 10.57% por Daycoval,FGC,LCA,10.57% a.a.,06/10/2024,Daycoval,BTG Pactual
9,6.090,107.00,Banco Industrial do Brasil 107% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,21/10/2024,Guide Investimentos,Banco Industrial do Brasil
10,6.088,107.00,C6 Bank 107% CDI por Guide Investimentos,FGC,CDB,10.32% a.a.,19/10/2024,Guide Investimentos,C6 Bank
11,6.086,12.03,BTG Pactual Prefixado 12.03% por Nova Futura Investimentos,FGC,CDB,10.30% a.a.,18/10/2024,Nova Futura Investimentos,BTG Pactual
