,retorno,rentabilidade,empresa,tag,tipo,retabilidade_ano,prazo,distribuidor,emissor
0,8.562,116.00,Banco Master 116% CDI por Guide Investimentos,FGC,CDB,11.34% a.a.,22/10/2027,Guide Investimentos,Banco Master
1,8.510,12.84,Pine IPCA + 6.75% por modalmais,FGC,CDB,11.26% a.a.,16/10/2027,modalmais,Pine
2,8.505,115.00,Luso Brasileiro 115% CDI por Nova Futura Investimentos,FGC,CDB,11.24% a.a.,15/10/2027,Nova Futura Investimentos,Luso Brasileiro
3,8.485,114.00,Luso Brasileiro 114% CDI por Guide Investimentos,FGC,CDB,11.14% a.a.,22/10/2027,Guide Investimentos,Luso Brasileiro
4,8.442,12.60,BMG IPCA + 6.53% por Nova Futura Investimentos,FGC,CDB,11.05% a.a.,20/10/2027,Nova Futura Investimentos,BMG
5,8.439,113.00,Santinvest Financeira 113% CDI por Guide Investimentos,FGC,CDB,11.04% a.a.,20/10/2027,Guide Investimentos,Santinvest Financeira
6,8.438,12.63,Will Financeira Prefixado 12.63% por Will Financeira,FGC,LC,11.07% a.a.,16/10/2027,Will Financeira,Will Financeira
7,8.438,12.63,Will Financeira Prefixado 12.63% por Will Financeira,FGC,CDB,11.07% a.a.,16/10/2027,Will Financeira,Will Financeira
8,8.420,12.57,Socinal Financeira IPCA + 6.5% por Órama,FGC,CDB,11.02% a.a.,17/10/2027,Órama,Socinal Financeira
9,8.387,12.48,Votorantim Prefixado 12.48% por modalmais,FGC,CDB,10.93% a.a.,15/10/2027,modalmais,Votorantim
10,8.377,12.45,Caruana Financeira Prefixado 12.45% por Nova Futura Investimentos,FGC,CDB,10.91% a.a.,15/10/2027,Nova Futura Investimentos,Caruana Financeira
11,8.363,111.00,BMG 111% CDI por Guide Investimentos,FGC,CDB,10.84% a.a.,20/10/2027,Guide Investimentos,BMG
